date: Day,product_name,vendor_name,lot_name,references,Sum of inward_qty,Sum of return_qty_by_lot,Sum of net_qty,Average of unit_price_inr
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000235,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000236,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000243,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000244,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000246,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000247,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000248,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000250,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000252,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000253,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000255,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000256,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000259,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000260,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000262,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000263,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000264,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000265,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000266,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000267,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000269,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000270,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000273,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000274,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000276,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000280,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000298,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000306,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000311,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000312,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000314,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000315,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000319,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000320,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000321,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000323,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000324,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000328,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000333,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000334,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000335,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000336,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000339,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000340,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000342,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000343,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000345,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000346,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-AS08-0000348,UH/REC-SUB-3D/02658,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000073,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000077,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000083,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000085,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000090,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000091,UH/REC-SUB-3D/02654,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000099,UH/REC-SUB-3D/02657,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000100,UH/REC-SUB-3D/02657,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000107,UH/REC-SUB-3D/02657,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS11-0000108,UH/REC-SUB-3D/02657,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000025,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000026,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000027,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000028,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000029,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000030,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000031,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000032,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000033,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000034,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000035,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGASS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-AS13-0000036,UH/REC-SUB-3D/02661,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGBRGO06,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR06-0000260,UH/REC-SUB-3D/02655,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO06,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR06-0000268,UH/REC-SUB-3D/02655,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO06,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR06-0000272,UH/REC-SUB-3D/02655,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO06,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR06-0000276,UH/REC-SUB-3D/02655,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO06,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR06-0000284,UH/REC-SUB-3D/02655,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO07,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR07-0000231,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO07,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR07-0000264,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO07,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR07-0000269,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO07,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-BR07-0000288,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000361,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000362,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000364,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000365,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000366,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000367,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000369,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000370,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000371,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR09-0000372,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO12,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR12-0000092,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO12,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR12-0000097,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO12,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR12-0000106,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO12,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR12-0000107,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000026,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000032,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000035,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000040,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000044,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000046,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000054,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR13-0000055,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000022,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000028,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000030,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000033,UH/REC-SUB-3D/02654,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000038,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000039,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000042,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000047,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000050,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000054,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000056,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000058,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000063,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000067,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGBRGO14,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-BR14-0000068,UH/REC-SUB-3D/02658,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGMGO10,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG10-0000046,UH/REC-SUB-3D/02651,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGMGS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-MG08-0000587,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGMGS11,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG11-0000414,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGMGS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG13-0000007,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGMGS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG13-0000012,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGMGS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG13-0000013,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGMGS13,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-MG13-0000029,UH/REC-SUB-3D/02651,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTO09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-RT09-0002232,UH/REC-SUB-3D/02652,1.0,0.0,1.0,380.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002441,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002443,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002445,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002450,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002455,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002457,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002459,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002466,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002467,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002472,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002473,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002483,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS08,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-W1-RT08-0002489,UH/REC-SUB-3D/02655,1.0,0.0,1.0,190.0
2026-01-17,UHCTPFGRTS09,3DE Technology Prototype Solutions Pvt Ltd (Casting),RA-CH3-LF3-WB-RT09-0002403,UH/REC-SUB-3D/02656,1.0,0.0,1.0,190.0
